language,word,NoneExpert1_tags,NoneExpert2_tags,NoneExpert3_tags,NoneExpert4_tags,gold standard tags
ur,نرم,"O4.5, X3.3, O4.1","X3.3, O4.1","O4.5, O4.1, X3.3","O4.5, X3.3, O4.1","[O4.5, X3.3, O4.1]"
ur,نصب-کرنا,"A1.1.1, S1.1.1, H1","A1.1.1, H1","A1.1.1, S1.1.1, H1","A1.1.1, S1.1.1, H1","[A1.1.1, S1.1.1, H1]"
ur,نظام,"X4.2, B1, G1, G1.1, X7","X7, G1.1, G1","X4.2, B1, G1.1, X7, G1","X4.2, G1.1, X7, B1, G1","[X4.2, X7, B1, G1, G1.1]"
ur,نظر,"O4.1, A8, X3.4","X3.4, O4.1, A8","O4.1, A8, X3.4","O4.1, X3.4, A8","[O4.1, A8, X3.4]"
ur,نغمہ,K2,K2,K2,K2,[K2]
ur,نفاست,"A1.1.1, A5, S1.1",A1.1.1,"A1.1.1, S1.1, A5","A1.1.1, S1.1, A5","[A1.1.1, A5, S1.1]"
ur,نقصان-پہنچانا,"A1.1.2, E3","A1.1.2, E3","A1.1.2, E3","A1.1.2, E3","[A1.1.2, E3]"
ur,نقل,"O4.1, A6.1, G2.1","A6.1, Z85","O4.1, G2.1, A6.1","O4.1, G2.1, A6.1","[O4.1, A6.1, G2.1]"
ur,نگران,"A4.1, S2.1, S2.2, S7, S2, G1.1, I2.1, S7.1","S7, S2.1, S2, S2.2, G1.1, S7.1","A4.1, S7.1, G1.1, S7","A4.1, S2.1, S2.2, S7, S2, G1.1, S7.1","[A4.1, S7.1, S7, S2, S2.1, S2.2, A4, I2.1, G1.1]"
ur,نیند,"B1, A1.1.1","B1, A1.1.1","B1, A1.1.1","B1, A1.1.1","[B1, A1.1.1]"
ur,ورما,"O2, H5",O2,"O2, H5","O2, H5","[O2, H5]"
ur,وظائف,"I1, I3.1, S1.1.4, A9","I1, A9, S1.1.4","I1, I3.1, A9, S1.1.4","I1, A9, S1.1.4, I3.1","[I1, I3.1, A9, S1.1.4]"
ur,وقت,"T1, T1.1.2, T1.1, T1.3, T1.2","T1, T1.1.2, T1.2, T1.3, T1.1","T1, T1.2, T1.3, T1.1.2, T1.1","T1, T1.1, T1.3, T1.1.2, T1.2","[T1, T1.1, T1.2, T1.3, T1.1.2]"
ur,ٹرک,M3,M3,M3,M3,[M3]
ur,ٹھنڈا,"O4.6, W4, X3.3","O4.6, X3.3, W4","O4.6, W4, X3.3","O4.6, X3.3, W4","[O4.6, O4.1, O4, E1, S1.2.4]"
ur,ٹیٹو,"C1, O4.3","C1, O4.3","C1, O4.3","C1, O4.3","[C1, O4.3]"
ur,ٹیڑھا,"O4.4, A2.1","O4.4, A2.1","O4.4, A2.1","O4.4, A2.1","[O4.4, A2.1]"
ur,پام,"B1, F1, L3","B1, L3","B1, F1, L3","F1, B1, L3","[B1, L3, F1]"
ur,پتھر,"O1.1, O2","O1.1, O2","O1.1, O2","O1.1, O2","[O1.1, O2]"
ur,پردہ,"H5, O2, A10","A10, H5, O2","H5, O2, A10","H5, A10, O2","[H5, A10, O2]"
ur,پریشانی,E6,E6,E6,E6,[E6]
ur,پست-ترین,"M6, A6","A6, M6","M6, A6","M6, A6","[M6, A6]"
ur,پل,"H1, O2, M7, A2.2, W3","H1, W3, M7","H1, O2, W3, M7, A2.2","H1, O2, W3, M7, A2.2","[H1, W3, A2.2, O2, M7]"
ur,پن,"H5, O2",O2,"H5, O2","H5, O2","[H5, O2]"
ur,پنڈلی-کا-اگلا-حصہ,"B1, F1",B1,"B1, F1","B1, F1","[B1, F1]"
ur,پودا,"O2, L3, F1","L3, F1","O2, F1, L3","O2, F1, L3","[O2, L3, F1]"
ur,پوری-طرح,"N5.1, A13.2","N5.1, A13.2","N5.1, A13.2","N5.1, A13.2","[N5.1, A13.2]"
ur,پيٹھ,"B1, M6","B1, M6","B1, M6","B1, M6","[B1, M6]"
ur,پکارنا,"X3.2, Q2.2, Q1, A1.1.1, S1.1.1, X5","Q2.2, A1.1.1, Q1, X3.2, X5","X3.2, X5, Q2.2, Q1, A1.1.1, S1.1.1","Q1, A1.1.1, X3.2, Q2.2, X5, S1.1.1","[X3.2, Q1, X5, A1.1.1, Q2.2, S1.1.1]"
ur,پکڑاگيا,"A10, A1.1.1, A1.7, A9, G2.1","A9, A1.1.1, A1.7, O4, G2.1, A10","A10, G2.1, A9, A1.1.1, A1.7, O4","G2.1, A1.1.1, A10, A9","[A10, A1.7, O4, A9, G2.1, A1.1.1]"
ur,پھونک,"A1.1.1, O1.3, B1, O3, A1","O1.3, B1, A1, A1.1.1","A1.1.1, O1.3, O3, B1, A1","B1, A1.1.1, O1.3, A1, O3","[A1.1.1, A1, B1, O3, O1.3]"
ur,پیالہ,"F2, O2","F2, O2","O2, F2","F2, O2","[O2, F2]"
ur,چال,"A10, G2.2","G2.2, A10","A10, G2.2","A10, G2.2","[A10, G2.2]"
ur,چرایا-ہوا,"G2.1, G2.2, A9","G2.1, A9, G2.2","G2.1, G2.2, A9","G2.1, G2.2, A9","[G2.1, A9, G2.2]"
ur,چمک-,"O4.3, W2, T1.2","W2, O4.3","O4.3, T1.2, W2","W2, O4.3","[O4.3, W2, T1.2]"
ur,چوتھا,N1,N1,N1,N1,[N1]
ur,چھانٹنا,X7,X7,X7,X7,[X7]
ur,چھلانگ-لگائی,"N3.3, N3.8, M1, K5.1","M1, K5.1, N3.3, N3.8","N3.3, N3.8, M1, K5.1","M1, K5.1, N3.8, N3.3","[N3.3, N3.8, K5.1, M1]"
ur,چیخنا,"Q2.2, G1.2, E3, S1.2.5, Q1, X5","E3, X5, Q2.2, Q1, S1.2.5","Q2.2, E3, G1.2, Q1, S1.2.5, X5","E3, Q2.2, S1.2.5, G1.2, X5, Q1","[Q2.2, Q1, X5, S1.2.5, E3, G1.2]"
ur,ڈبونا,"A1.5, F1",F1,"A1.5, F1",A1.5,"[A1.5, F1]"
ur,ڈبکی,"A1.1.1, K5.1","A1.1.1, K5.1, Z84","A1.1.1, K5.1","A1.1.1, K5.1","[A1.1.1, K5.1]"
ur,ڈوبنا,"M1, A1.1.1, M4, K5.1","M4, A1.1.1, M1","M1, K5.1, M4, A1.1.1","A1.1.1, M4, M1","[M1, M4, A1.1.1, K5.1]"
ur,ڈھیلا,"O2, O1.1","O2, O1.1","O2, O1.1",O2,"[O2, O1.1]"
ur,کاغذ,"Q4.2, O1.1, P1, Q1.2","Q1.2, P1, Q4.2, O1.1","Q4.2, O1.1, Q1.2, P1","P1, Q4.2, Q1.2, O1.1","[Q4.2, O1.1, Q1.2, P1]"
ur,کام,"I2, A1.6, I3.1, A1.1.1","I3.1, A1.1.1, Z85, I2","I2, A1.1.1, A1.6, I3.1","A1.1.1, I3.1, A1.6","[I2, I3.1, A1.1.1, A1.6]"
ur,کاٹا,"A1.1.2, A2, B1, A1.1.1","A2, A1.1.2, A1.1.1","A1.1.2, B1, A1.1.1, A2","A1.1.2, A2, B1, A1.1.1","[A1.1.2, A1.1.1, A2, B1]"
ur,کتاب,"P1, Q4.1, Q1.2","Q4.1, Q1.2, P1","Q1.2, Q4.1, P1","Q1.2, P1, Q4.1","[Q1.2, Q4.1, P1]"
ur,کرسمس,"S9, Z3, T1","S9, T1, Z3","S9, Z3, T1","S9, T1, Z3","[S9, Z3, T1]"
ur,کرہ,"O4.1, O4, O4.4","O4.4, O4, O4.1","O4.1, O4.4, O4","O4.1, O4, O4.4","[O4.1, O4.4, O4]"
ur,کسان,"F4, S2.2","F4, S2.2","F4, S2.2","F4, S2.2","[F4, S2.2]"
ur,کشتی,M4,"M4, Z84",M4,M4,[M4]
ur,کل,"N5.1, N5","N5, N5.1","N5.1, N5","N5.1, N5","[N5.1, N5]"
ur,کھیت,"F4, M7","F4, M7","F4, M7","F4, M7","[F4, M7]"
ur,کیچڑ ,"O1.1, O4.5","O4.5, O1.1","O1.1, O4.5","O1.1, O4.5","[O1.1, O4.5]"
ur,کیڑا,L2,L2,L2,L2,[L2]
ur,گاڑی,"M3, O4.4, O2, Y1, B5, O4.1","Y1, O4.4, O4.1, O2, M3","M3, O4.4, B5, O4.1, Y1, O2","M3, O4.4, Y1, B5, O2, O4.1","[M3, B5, O2, O4.1, O4.4]"
ur,گرم,"O4.6, W4","O4.6, W4","O4.6, W4","O4.6, W4","[O4.6, W4]"
ur,گندم,"F1, L3","L3, F1","F1, L3","F1, L3","[F1, L3]"
ur,گندگی,B4,B4,B4,B4,[B4]
ur,گندی,"O4.2, B4, A5.1","B4, O4.2, A5.1","O4.2, B4, A5.1","O4.2, B4, A5.1","[O4.2, B4, A5.1]"
ur,گننا,"N1, A1.1.1, N5","N5, N1","N1, A1.1.1, N5","N1, A1.1.1, N5","[N1, N5, A1.1.1]"
ur,گوشت,"F1, B1","F1, B1","F1, B1","F1, B1","[F1, B1]"
ur,گوند,O1.2,O1.2,O1.2,O1.2,[O1.2]
ur,گھات-میں-بیٹھنا,"A10, E5, S1.1.1","E5, A10","A10, S1.1.1, E5","A10, E5, S1.1.1",[VV0]
ur,گھمانا,"M1, M2, W1","M1, M2, W1","M1, W1, M2","M1, M2, W1","[M1, M2, W1]"
ur,ہموار,"O4.5, X3.3","O4.5, X3.3","O4.5, X3.3","O4.5, X3.3","[O4.5, X3.3]"
ur,ہوا,W4,W4,W4,W4,[W4]
ur,ہوا-بند,"A10, A15","A10, A15","A10, A15","A10, A15","[A10, A15]"
ur,ہوائی-اڈا,"M5, M7, H1","M5, H1, M7","M5, M7, H1","M7, M5, H1","[M7, H1, M5]"
ur,گھٹانا,"N5, A2.1","A2.1, N5","N5, A2.1","N5, A2.1","[N5, A2.1]"
