lemma	semantic_tags
ظُنْبُوبِيّ	 M1 
ظِهار	 B1 
إِظْهارِيّ	 A10+ Q3 
ظاهِراتِيّ	Z99
ظَواهِرِيّ	 A5.1+ N3.2+ 
ظاهِرِيَّة	Z99
تَظاهُرِيّ	 A6.1+ 
ظُنْبُوب	 B1 
مَظْنُون	 JJ@ X2.1 X2.1/A5.1- A7 G2.1- 
أَظْمَأ	Z99
ظَماء	 B1/F2 X7+ 
ظَمَّأ	Z99
ظَمِئ-َ	Z99
تَظَلُّم	 Q2.2/E2- B2-@ 
ظِمْء	 B1/F2 X7+ 
ظامِئ	 B1/F2 X7+ 
ظَنُون	 X2.1/A5.1- G2.1- A7 
ظَنِين	 X2.1/A5.1- G2.1- A7 
ظِنَّة	 X2.1/A5.1- A7- E6- 
ظُنُون	Z99
ٱِسْتِظْهار	Z99
يَعْبُوب	 W4 N5+++ 
عَبْدالحافِظ	Z99
عَبْدالحاكِم	Z99
عَبْدالحارِث	Z99
عَبْدالجَواد	Z99
عَبْدالجَلِيل	Z99
عَبْدالحَبِيب	Z99
عَبْدالحَسَن	Z99
عَبْدالحَقّ	Z99
عَبْدالحَفِيظ	Z99
عَبْدالحُسَيْن	Z99
عَبْدالحَسِيب	Z99
عَبْدالجابِر	Z99
عَبْدالتَوّاب	Z99
مُعابَثَة	 E4.1+ Q2.2 K4 K5.1 K1 K5.2 K2 K3 A1.1.1 K6 
ٱِسْتَعْبَد	 S7.1- A1.7+ 
عابَث	Z99
تَعْباوِيّ	 X4.2 G3 
عَباء	 B5 
عَبْدالأَمِير	Z99
عَبْدالإِلَه	Z99
عَبْدالبَدِيع	Z99
عَبْدالباقِي	Z99
عَبْدالباسِط	Z99
عَبْدالبارِي	Z99
إِظْلام	 W2- O4.3 E4.1- 
ظَلْماء	 W2- O4.3 
ظَرافَة	 O4.2+ X9.1+ Q2.2/X9.1+ Q1.2/X9.1+ S1.2.4+ 
أَظْرَف	 N5++ A13.3 N6++ 
ٱِسْتَظْرَف	Z99
تَظارَف	Z99
تَظَرَّف	Z99
تَظْرِيف	 X9.1+ Q2.2/X9.1+ Q1.2/X9.1+ S1.2.4+ 
مُتَظَرِّف	 O4.2+ S1.2.4+ 
ظَعِينَة	Z99
ظَعْن	 M1 T2+ 
ظَعَن-َ	 M1 
مُسْتَظْرَف	 O4.2+ E2+ X2.6+ X7+ X2.1 
ظَرَّف	 O4.1 H5 
ظَرُف-ُ	Z99
طَيَّن	Z99
طَيّان	Z99
طَيْلَسان	 B5 
تَطْيِيف	Z99
مِطْياف	Z99
ظاء	Z99
ظِئْر	Z99
ظِرْبان	Z99
ظِرّان	 O1.1 O2 
ظُبْيانِيّ	 Z5 
ظَبْيَة	 L2mfn 
ظَعُون	Z99
ظاعِن	 T1.3- 
ظالِع	 B2- 
ظُلاع	 B2- 
ظَلْع	 B2- 
ظَلَع-َ	 O4.5 B2- 
مِظَلِّيّ	 G3/S2mf 
ظِلْف	Z99
تَظَلَّم	 Q2.2/E2- 
ظُلامَة	 G2.1- 
ظَلُوم	 S1.2 G2.2- A1.7+ W4 
ظَلِيم	 L2mfn L2 
ٱِنْظَلَم	Z99
ظُلَّة	 H2 H1/A10- H4/H1 A10- 
تَظَلَّل	Z99
أُظْفُور	 O2 B1 A1.1.1 L2 E3- A9+ 
ظَفَر	 X9.2+ 
تَظافَر	Z99
أَظْفَر	Z99
ظَفَّر	Z99
ظَفِر	 X9.2+ 
ظُفْران	 X9.2+ 
ظافِر	 X9.2+ 
ظُفَيْرِيّ	Z99
ظَفِيرِيّ	Z99
ظُفار	Z99
مَطْهِيّ	 F1 
مَطْهَى	 F1/H2 Z3 
طَفِيلَة	Z99
تَطَفُّل	 X7- 
طُفُولِيَّة	 T3- T1.3/T3- 
طُفُول	 T1.2 
طُفال	 C1/S2mf A1.1.1 
تَطَفُّلِيّ	 L2 B2 S1.1.3- 
طَفْو	 M1 T2+ I2.2 A10+ A1.1.1 
طَقَّة	 A5.1+ A1.1.2 X3.2 N3.3--- E4.1+ F3 X9.2+ B2-/X1 Q2.2/E4.1+ 
طافِيَة	 M4/O2 S8+ O4.6+ O3 O4.3 
طَفاوَة	 S9 B3 
طُفاوَة	 M1 A10+ A1.1.1 
طَفالَة	 T3- 
طَفْلِيّ	 O1.1 
طَفَش-ِ	 M1 A1.7- O2 X2.2- Y2 
طَفَّش	 P1/G2.1 M2 A11.1- X2.1- I3.1- S7.4+/M1 G2.1 
طَيْفُور	Z99
طَفْران	 I1.1-/S2mf 
طَفْر	 M1 N5+/A2.1 A1.9 
طَفْش	 A1.7- O2 X2.2- Y2 M1 
تَطْفِيش	 A11.1- X2.1- I3.1- S7.4+/M1 G2.1 
طِفْلِيّ	 T3--/S2mf T3-/S2mf S1.2.6- 
تَطَفَّل	Z99
طَفَق	Z99
طَفِق-َ	Z99
تَطَقَّس	Z99
طَقْسِيّ	 S9 
طَلِيح	Z99
طَلِيحَة	Z99
طَلْحِيَّة	Z99
طَلْحَة	Z99
طَلاح	Z99
طالِح	 G2.2- A5.1+ E3- 
طَلَس	 A10- S1.2.3- A1.1.2 
طُلَيْطِلَة	Z99
طَلاس	Z99
طِلْس	 A1.1.2 
طَلْس	Z99
طَلَح-ُ	Z99
تَطَلُّب	 S6+ A11.1+ 
طَقْطُوقَة	Z99
طَقْم	 A9+ I1 B5 N4c Q4.3c X6+ O4.5 N5 N2 K4 O4.1 O3 S5+c K5.1% M2 M6 W4 A1.1.1 B3 B4 S6+ K2 Q4.3 
طَقْطَقَة	 X3.2 E3- 
طَقْطَق	 X3.2 K6 E3- 
طُقُوسِيّ	Z99
تَطْقِيم	 A1.5.1 L2 
مَطَلّ	 M6 
طالَبانِيّ	Z99
طَلَبِيَّة	 S7.1+/Q2.2 I2.2/Q2.2 A4.1 N4 G2.1+ G2.1 Q1.2/I1.1 O4.2+ A1.1.1 I1.1/I2.2 G1.1 G3/S7.1+ I2.2 
مُطَلّ	Z99
مَطْلُول	Z99
طَفَر-ِ	 M1 N5+/A2.1 A2.1+ A1.9 
طافِح	 N5.2+ 
طَشْت	 O2 W3 M4 
طَصْلَق	 X9.2- A5.1- 
طَسْت	 O2 W3 M4 
طَزِينَة	 N5 N5+ 
طُزْلُق	 B5 
طَصْلَقَة	 X9.2- 
تَطَعَّم	 X3.1 O4.2 E2+ X2.2 F1 
مَطْعُوم	 X3.1 F1 X2.2 X2.2+ S3.2/B1% 
طُعْمَة	 F1 
طَعْمِيَّة	Z99
ٱِسْتَطْعَم	Z99
طَراوِنَة	Z99
إِطْرِيَة	Z99
طَرْقَعَة	 X3.2 O4.2+ A1.1.2 X9.2+ B2-/X1 Q2.2/E4.1+ 
طارِمَة	 I2.2/H1 H1 H2 M3 M4 M5 
طَرْقَع	 A5.1+ A1.1.2 X3.2 N3.3--- E4.1+ F3 X9.2+ B2-/X1 Q2.2/E4.1+ 
مُسْتَطْرِق	 S9 S5+@ 
طَوارِق	 Z2/S2mf 
طُرامَة	Z99
طُرُمْبَة	 O2 B5 M2 A1.1.1 A9- Q2.2 S8+ B3 
طَراوَة	 T3- O4.2+ B1 W4 S1.2.3+++ E3+ B2- 
أَطْرَى	 O4.4 S7.2+/Q2.2 O4.2+ 
طَرِي-َ	Z99
طَرُو-ُ	Z99
تَطاعَن	Z99
طَعْنَة	 E3- A1.1.1 X8+ B2- Q2.2/S1.2.4- S7.2- 
طُفُوح	 N5.2+ 
طَفْحَة	Z99
أَطْفَح	 N5.2+ 
طَفَّح	 N5.2+ 
مُنْطَفِئ	Z99
طَفْحِيّ	Z99
طُفاحَة	 O1.2 
إِطْفاح	Z99
تَطْفِيح	Z99
مِطْفَحَة	Z99
طَفْحان	 N5.2+ 
مُطْفَأ	Z99
مُطْفِئ	Z99
طُغْرَى	Z99
طَغام	 S2/N5c 
طِغار	Z99
مَطْعَن	 E3- E3-/Q2.2 Q2.2 G2.2- A1.5.1/A5.1- 
طاعُونِيّ	 B2- N5+ X7- B2-/S5+ 
طُغْمَة	 K2c A4.1 S5+c O2 S5+ 
طَفَّف	Z99
إِطْفائِيّ	Z99
طَفّاي	 O2/O4.6- 
طَفِئ-َ	Z99
تَطْفِيف	Z99
طَلْعَة	 M5 M1 H2 A10- L2 N3.8+ E3- A10+ O4.1 A3+ G2.1 K5 Q4 A8 
طَلّاع	 X7+ 
أَطْنَب	 N5.2+/Q2.2 
طُنْب	Z99
طَنَّب	 M8 T2++@ H4@ S7.1-@ 
طَنّان	 X3.2 N5+ Q1.3 A8 O4.4 
طَنِين	 X3.2 Q1.3 A8 O4.4 
طُنُب	 B1 O2 A1.7+ 
طُنُبِيّ	Z99
مُطْنَب	 N5.2+/Q2.2 
مُطْنِب	 N5.2+/Q2.2 
إِطْنابِيّ	 N5.2+/Q2.2 
إِطْناب	 N5.2+/Q2.2 
أَطَنّ	Z99
طَنَّن	Z99
تَطْمِين	 E3+ S7.3- E6+ 
تَطامُن	Z99
طَمان	 E3+ E4.2+ 
تَطامَن	 N5- 
طَمَّن	 A1.1.1/E3+ 
مُتَطامِن	 N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1- L2/Q2.1 
طَمَى-ِ	Z99
طامِي	Z99
طَمْيِيّ	 W3 
طَمْي	Z99
طُمُوّ	Z99
طُنْبُر	 K2 O2 X3.2 A1.1.1 Q2.2 O4.4 
طُنْبُور	Z99
مَطْهَرِيّ	Z99
طَهْرانِيّ	 Z5 
مُطَهِّر	 B4/O1 B4 
تَطْهِيرِيّ	 B4 G2.2+/A2.1 B3 
مَطْهَرَة	 B4/H5 B4/H1 
طَهَق-َ	 E2- 
تَطَهَّق	 E2- 
طِهايَة	 F1 
طَهَى-َ	 F1/S2mf F1 E6- 
مُطَهَّم	 O4.2+ 
طَهْق	 E2- 
مَطْهَر	 S9 
طَهُور	 B3 
طَنْجِير	 F1 O2 O1.1 I1.1 F3 F4 K5.2 L1- 
طَنُّوس	Z99
طَنْجِيّ	 Z5 
طَنْبُوشَة	Z99
طُنْبُورِيّ	Z99
طَنْطاوِيّ	 Z5 
طَنْطَن	 Q1.3 X3.2 A8 B5 O4.4 O2 O3 S5+c M7/K5.1% 
طاهَر	Z99
طُنْفُسَة	 H5 Q2.2 
طُنُف	 W3 N5.1+ S1.1.3+ H5 
طَنْطَنَة	 X3.2 Q1.3 A8 O4.4 N5+ 
مِطْماع	 S1.2.2+ 
مَطْمَعَة	 X5.2+ 
طَلِيّ	 X5.1- C1 F1 H1 O4.2+ S3.2 
تَطَلْيَن	Z99
ٱِنْطَلَى	Z99
طَلاوَة	 O4.2+ B4 
طَلْمَسَة	Z99
طَلْيَنَة	Z99
ٱِنْطَمّ	Z99
تَطَمْأَن	Z99
طامَّة	 A5.1- A5.1--- X9.2- A1.1.2/W4 
طُمُوم	Z99
طَمّ	Z99
طَلْمَس	 B1 E2- 
مِطْلَمَة	Z99
طَلْفاح	Z99
طَلِيقَة	 S4/S2.1f 
مُطَّلَع	 X2.5+ 
طالِعَة	 T2+ 
طَلائِعِيّ	 S7.1+/S2mf T2+/S2mf 
طَلُوقَة	 L2m F4 
طالِق	 S4 A6.1- 
طَلْم	 N3.8- O4.4 T1.3 E4.1+ M1 M2 A1.1.1 
طَلَم-ُ	 O2 F1 Q1.2 M1 M2 A1.1.1 
مُطْلَقِيّ	 G1.2/S7.1+ 
مُتَطَلِّق	 E4.1+ 
طَمْأَنَة	 E3+ E4.2+ E6+ 
طُمْأَنِينِيّ	 E3+ E4.2+ 
تَطْمِير	Z99
طُومار	 O2 F1 Q1.2 M1 M2 A1.1.1 
طُمار	Z99
مَطْمُورَة	Z99
مَطْمُور	 M6 G2.1- M3c G2.1-/S5+c A10- 
ٱِنْطَمَس	Z99
ٱِنْطِماس	 A10- M1 A3- 
طَماعِيَّة	 S1.2.2+ 
طَمِع-َ	 S1.2.2+ X7+ S3.2 
طُمْطُمانِيّ	 P1- E3- O4.2- 
طامِس	 L1- A3- X2.5- 
مِطْمَر	Z99
طِمِرّ	Z99
طَمْثِيّ	 B1 
طامِث	Z99
طَمْث	Z99
طَمِث-َ	Z99
طَمَث-ُ	Z99
طَمّاح	 X7+ 
طامِح	 X7+ 
طِمْر	 B5/A1.1.2 
طَمْر	 L1- 
طَمَّر	 B4 X2.4 
طَمَر-ِ	 A10- L1- 
عَبْدالحَكَم	Z99
عَبْدالحَكِيم	Z99
مُتَعَدِّي	 G3/S2mf G2.1-/S2mf E3-/S2mf 
مُعْتَدَى	Z99
مُعَدِّيَة	 M4fn M2 M4 
عادِيَة	 A12- B2- 
ٱِسْتِعْداء	 A2.2 
ٱِسْتَعْذَر	 Q2.2/S1.2.4+ 
عُذْرَة	Z99
عَذَل-ُ	 G2.1 G2.2- Q2.2/G2.2- Q1.2/E2- Q2.1/E2- 
تَعَذُّر	 A12- 
إِعْذار	 S6+ S7.1+/X7- 
عِذار	 A1.7+ E1-/E3+ E5- 
ٱِعْتِدائِيّ	 E3- S1.2.1- E2- 
تَعْدِيَة	 M3fn M5fn O2 M1 M2 
مَعادِن	Z99
تَعادَى	Z99
عَدْنِيّ	 O4.2+++ 
مُعْدِم	 A9- I1.1- A5.1- N5- E4.1- X9.1- 
عَدَمِيَّة	Z99
ٱِنْعَدَى	Z99
عُدْوَة	 M7/M4 W3/M4 
مَعْدِيَة	 M4fn M3fn M5fn O2 M1 M2 
مَعْدَى	 A1.9 A1.7- O2 X2.2- Y2 
عُدْوانِيَّة	 E3- 
عُدَواء	 B2- S8- K5.1 A12- 
عَذَّل	 G2.1 G2.2- Q2.2/G2.2- Q1.2/E2- Q2.1/E2- 
عَذْل	 G2.1 G2.2- Q2.2/G2.2- Q1.2/E2- Q2.1/E2- 
عُرُوب	Z99
عَرْبَجِيّ	Z99
مُعَرَّب	Z99
إِعْراب	 Q2.2 Q1.1 B1% Q2.1 
عَرَباوِيّ	 Z5 
عَرْبَخانَة	Z99
عَرْبَد	Z99
عَرْبَسَة	 E3- B2- X2.5- 
عَرْبَس	 X5.1- A2.1+ X2.5- 
مُعَرْبِد	 E3- A7- 
عِرْبِيد	 E3- A7- 
ٱِسْتَعْرَب	Z99
تَعَرَّب	Z99
عَذِي-َ	Z99
عَذاة	Z99
عَذا-ُ	Z99
عاذِل	 Q2.2/S2mf 
عَذُول	 Q2.2/S2mf 
عَذاوَة	Z99
عَذِيّ	 B2+ A5.1+ 
مَعَرَّة	 G2.2- G2.2 S7.2- A5.1- 
عَرار	Z99
عَرَر	Z99
عُرَّة	 S7.2- A5.1- G2.2- G2.2 
عَدَمِيّ	Z99
مَعْدُول	 A2.1+ 
عِجْل	 F1 Q2.2 L2mfn 
عَجِيل	 N3.8+ X9.1+ L1+% L1+ 
تَعَجَّل	 N3.8+ 
عَجِيف	 N3.7- B1 O4.5 N5- A5.1- X3.2% N5-/A2.1 O4.1/A2.1 O4.2+ F1 M6 S5+ 
عَجَف	Z99
عَجْلان	 N3.8+ L2 
ٱِسْتِعْجالِيّ	 A11.1+ 
عَجْلُونِيّ	 Z5 
عَجْلُون	Z99
مُسْتَعْجَل	 A11.1+ 
مُسْتَعْجِل	 N3.8+ A1.3- 
عَجْعَجَة	 Q2.2/E3- X3.2+ 
عَجْعَج	 Q2.2/E3- X3.2+ 
تَعَجْرَف	Z99
عَجْرَفَة	 X2.1 S1.2.3+ 
عَجْرُودِيّ	Z99
عَجْرُود	Z99
عِجارَة	 B5 A10- 
تَعَجْرُف	 S1.2.3+ 
مُتَعَجْرِف	 S1.2.3+ 
عَجِيزَة	 M6 B1 
عَجُوزَة	Z99
ٱِسْتَعْجَز	Z99
عَجْرَم	Z99
عَجَم-ُ	 P1 B3 X2.4 K5.1@ A12- 
ٱِنْعَجَم	Z99
عَدَسِيّ	 O2 B1 
تَعَدَّل	Z99
مُعَدِّدَة	Z99
ٱِعْتِدادِيّ	 E6+ S2mf 
تَعْدِيد	 N2 A1.8+ 
عَدْلِيّ	 G2.1 G2.1+ 
عَدْلِيَّة	Z99
عادِلِيّ	Z99
ٱِعْتِدالِيّ	 N5 A5.1 G1.2/S2mf N5-/A2.1 S7.1+ A5.3+ A5.1+ E3+/S1.2.6+ O4.1 O4.1/B1 A6.1+ A11.1 I1.1 
أَعْدَل	 N5++ A13.3 N6++ 
عَدِيل	 A6.1+++ A6.1+ 
مِعْداد	 N3.1 
عَدِّيَّة	 N1/N4 Q1.2/N4 
عَجْمان	Z99
عَجْماء	 L2mfn E3-/S2mf L2 S5+c O2c 
عَجَمَة	Z99
عُجْمَة	 Z6 
ٱِسْتَعْجَم	Z99
أَعْجَمِيّ	 Z6 Z2 Z2/Q3 Z2/S2mf 
عِجان	Z99
عَجْوَة	Z99
مِعْجَن	Z99
عَجِينِيّ	 F1 I1 
عَجّان	 F1 I1 
مُعَرْبِس	 E6- X5.1- A2.1+ X2.5- 
عَرَبْسات	Z99
عَرَك	 A1.1.1 A2.1+ A1.1.2 I1.1+/G2.1 
عارَك	 S8- X8+ E3- K5.1 G1.2 
تَعَرْقُل	 A12- B2- S8- 
مُعَرْقَل	 S8- 
مُعَرْقِل	Z99
تَعارَك	 S8- X8+ E3- K5.1 G1.2 
ٱِعْتَرَك	 S8- X8+ E3- K5.1 G1.2 
مُعارَكَة	 S8- X8+ E3- K5.1 G1.2 
عَرِيكَة	 X7+ M6 S1.2 A9- E1 E3- O4.2+/A2.1 
عَرْكَة	 S8- X8+ E3- K5.1 G1.2 
عَرْك	 X9.1+ X2.2 X3 I3.2 A1.1.1 
تَعَرْقَل	Z99
عُرْقُوبِيّ	 A5.2- A5.4- G2.2- A5.2-/S2mf 
مُعَرَّق	 A2.2 
مُعَرِّق	Z99
عُرَيْق	Z99
ٱِسْتَعْرَق	Z99
ٱِعْتَرَق	Z99
مُعْرِق	 N3.7+ N5+ O4.3 A4.2+ E4.1- X3.2 W3/M4 
عَرْقان	Z99
عُرْقُوب	 B1 
عَرْقَبَة	Z99
عَرْقَب	 B1 
تَعَرُّق	 B1 
عَرَّم	 A9+ N5+/A2.1 
ٱِعْتَرَم	Z99
ٱِسْتِعْراء	 S5- 
مُعَرَّى	 A10+ A15- 
عُرْيانِيَّة	Z99
عُرْيانِيّ	 B5-/S2mf 
ٱِسْتَعْرَى	 B5- O2 N3.6 M7 C1 B5/K5.1 A1.1.1 A9- 
مُتَعَرِّي	Z99
ٱِسْتَعَزّ	 E2+ X2.5+ S1.1.1 I1.1++ 
مَعَزَّة	 E2+ S7.2+ 
عُزَّى	Z99
عَزّاوِيّ	Z99
عِزّالدِّين	Z99
عَرَّى	 A10+ 
عَرِي-َ	Z99
عُرْمَة	 N5+ A1.1.1/N5+ O2 H1 B2- 
عَرِمَة	 H2/M4 S3.2/S2.1%f 
عُرام	 E3- S1.2.5+ 
عِرْمان	Z99
عَرِم	 E3- N3.2+ S7.1+ S1.2.5+ N3 
عَرْمُوط	Z99
عَرْمُوطِيّ	Z99
عِرْناس	Z99
عِرْنِين	Z99
عَرِين	 L3 N5+ 
عَرَن	Z99
تَعَرَّق	Z99
عَرَّق	Z99
عَرِيدِيّ	Z99
عِرْزال	 H1 
عَرّادَة	 O2 Y1 
مُنْعَرَج	 O4.4 N4 M1 A2.1+ B2- K4 T1.3/I3.1 M2 A1.1.1 O4.2- 
مُنْعَرِج	 O4.4 G2.1- O4.1 O4.2 
عَرَّس	Z99
أَعْرَس	Z99
إِعْراس	Z99
تَعْرِيس	Z99
عِرِّيس	 L2mfn 
عُرْسِيّ	 S4 
تَعَرُّج	 O4.4 M2 B1 
تَعارِيج	Z99
عَرَج-ُ	 M1 M6/N3.7+ X9.2+/A2.1 
عَرَّج	 M3 M1/A2.1 
عَرْتا	Z99
عُرْبُون	 Z5 M6 N4 N5-- E4.1- S7.1- N3.1 Q1.2 O1.1 L2 F1/B1 A1.1.1 
عَرْبَن	Z99
تَعَرَّج	 O4.4 M1/A2.1 
تَعارَج	Z99
مِعْراج	 S9 M1 
مَعْرَج	 O2 S7.1 B5 B5/A1.1.2 
عَرَجَة	 O4.5 B2- 
ٱِنْعَرَج	 O4.4 
عَرَش-ُِ	Z99
عَرَّش	Z99
ٱِسْتِعْراضِيّ	 Q4 X2.4 X2.4/A5.3 
عارِضِيّ	 A11.1- 
ٱِعْتِراضِيّ	 S8-/E2- S7.3+ A6.1- 
تَعْرِيضِيّ	 A10+ A15- G2.2-/S3.2 
مِعْراض	 M6 X7+ P1 B3 F1 M7/K5.1 T1.3 Z4 M1 T1.2 A9- M2 K5.1 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8 
عَرْعَر	 L3 
عَرْعَرَة	Z99
عَرِق-َ	Z99
عَرّاف	Z99
عَرَفاوِيّ	Z99
ٱِسْتَعْرَف	 X3 X2.2+ X2.5+ S7.4+ G2.1+ S1.1.1 
عَرْضانِيّ	 M1 A6.1- 
عَرْضِيّ	 O4.4 
تَعْرِيشَة	 O2 
عارِشَة	 L3 M1 N5+/A2.1 
عَرِيش	 H1/L3 
ٱِعْتَرَش	 M1 N5+/A2.1 
تَعَرَّش	 M1 N5+/A2.1 
مُعْتَرِشَة	 L3 M1 N5+/A2.1 
عَرِص-َ	Z99
عَرْضَة	Z99
مُعَرَّص	Z99
عَرْصَة	 H2 
عَرَص	 E4.1+ 
عُجَرِيّ	Z99
عُجَيْرَة	 B2- O2 
عَبْدالمَهْدِي	Z99
عَبْدالمُهَيْمِن	Z99
عَبْدالمَنِين	Z99
عَبْدالمُنْصِف	Z99
عَبْدالمَنّان	Z99
عَبْدالمَوْجُود	Z99
عَبْدالمَوْلَى	Z99
عَبْدالنَعِيم	Z99
عَبْدالنَبِيّ	Z99
عَبْدالنافِع	Z99
عَبْدالمُوَلِّي	Z99
عَبْدالمَلاك	Z99
عَبْدالمَقْصُود	Z99
عَبْدالمالِك	Z99
عَبْدالمُتَعالِي	Z99
عَبْدالماجِد	Z99
عَبْدالمُؤْمِن	Z99
عَبْدالمَأْمُون	Z99
عَبْدالمَجِيد	Z99
عَبْدالمَحْمُود	Z99
عَبْدالمُغِيث	Z99
عَبْدالمُعِين	Z99
عَبْدالمُعْطِي	Z99
عَبْدالمَسِيح	Z99
عَبْدالنُور	Z99
عَبْدالهاشِم	Z99
عُبُودَة	 S7.1- 
عَبُّودِيّ	Z99
عُبَيْدَة	Z99
عُبَيْدالله	Z99
عُبَيْدان	Z99
تَعْبِيد	 S7.1- A1.7+ 
تَعَبُّد	 S9 S7.2+ E2++ 
عَبادان	Z99
مُسْتَعْبَد	 S7.1- A1.7+ 
مُتَعَبِّد	 S9 A7- S9/S2mf E2+/S2mf 
ٱِسْتِعْباد	 S7.1- 
عُبَيْدِيّ	Z99
عَبْدِيّ	 S7.1- S1.2.5- 
عَبْدالوالِي	Z99
عَبْدالوَحِيد	Z99
عَبْدالواسِع	Z99
عَبْدالوارِث	Z99
عَبْدالواحِد	Z99
عَبْدالوَدُود	Z99
عَبْدالوَلِيّ	Z99
عَبِدْرَبُّه	Z99
عَبْدَلِيّ	Z99
عَبْدَلاوِيّ	Z99
عَبْدالوَلِيد	Z99
عَبْداللَطِيفِيّ	Z99
عَبْداللاوِي	Z99
عَبْدالرَقِيب	Z99
عَبْدالزَهْرَة	Z99
عَبْدالرِضَى	Z99
عَبْدالرِضا	Z99
عَبْدالرَحِيم	Z99
عَبْدالساتِر	Z99
عَبْدالسَتّار	Z99
عَبْدالشَفِيع	Z99
عَبْدالشافِي	Z99
عَبْدالسَيِّد	Z99
عَبْدالسَمِيع	Z99
عَبْدالرَحْمانِي	Z99
عَبْدالرَحْمان	Z99
عَبْدالدار	Z99
عَبْدالدافِع	Z99
عَبْدالدائِم	Z99
عَبْدالخالِق	Z99
عَبْدالحَيّ	Z99
عَبْدالدايِم	Z99
عَبْدالرَؤُوف	Z99
عَبْدالرَبّ	Z99
عَبْدالرافِع	Z99
عَبْدالراضِي	Z99
عَبْدالرازِق	Z99
عَبْدالشَكُور	Z99
عَبْدالصاحِب	Z99
عَبْدالقاسِم	Z99
عَبْدالقاهِر	Z99
عَبْدالفَهِيم	Z99
عَبْدالفَضِيل	Z99
عَبْدالفاضِل	Z99
عَبْدالقَدِير	Z99
عَبْدالقَوِيّ	Z99
عَبْدالكَبِير	Z99
عَبْدالكافِي	Z99
عَبْدالقَيُّوم	Z99
عَبْدالقَيْس	Z99
عَبْدالغَنِيّ	Z99
عَبْدالغَفُور	Z99
عَبْدالعاطِي	Z99
عَبْدالعال	Z99
عَبْدالظاهِر	Z99
عَبْدالصَمَد	Z99
عَبْدالصادِق	Z99
عَبْدالعالِم	Z99
عَبْدالعَبّاس	Z99
عَبْدالغَفّار	Z99
عَبْدالعلِيم	Z99
عَبْدالعلِيّ	Z99
عَبْدالعِزّ	Z99
يَعْبُد	Z99
ٱِسْتَعْبَر	 E4.1- 
إِعْتام	 O4.3 E4.1- E3- 
عاتِم	 W2- O4.3 E4.1- X2.2- O4.2- A11.2- 
عَتامَة	 W2- O4.3 
عَتْم	 A7- 
أَعْتَم	 O4.3 E4.1- E3- 
عَتُّوم	Z99
عُتْه	 S1.2.6- B2-/X1 
عُتُوّ	 S1.2.4- 
تَعَتَّى	Z99
عَتا-ُ	Z99
عَتاهَة	 S1.2.6- B2-/X1 
عَتَّم	 O4.3 E4.1- E3- 
عَتَم-ِ	 A7- 
عاتِك	 A7+ A10+ O4.3 O4.1 N5.1+ W4 K5.1/X9.2+ M2 I1.1 B4 
عَتَل-ُ	 N5+/A2.1 M2 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4 Q4 S7.4+ B1% B2-% M3 M4 M5 
عَتَك-ِ	 E3- G3 B2- A1.1.2 Q2.2 
مُعْتِق	Z99
مَعْتُوق	 A1.7- 
عَتْل	 M2 N5+/A2.1 A5.1+/A2.1 X3.2+ A9+ A1.1.1 A2.2 F4 Q2.2 S4 X3.2++ S1.1.1 Q4 S7.4+ B1% B2-% 
عَتّال	 I3.1/S2mf M3 M5/G3fn B2-/S2mf M5/G3 B5 M2/S2mf 
عَتْلَتَة	 K5.1 
عَتِيل	 A11.1+ A15- E4.1- Q2.2 
عِتالَة	 M2 A9+ Q4 S7.4+ B1% B2-% 
عَتَلَة	 O2 
عُتِيّ	 S1.2.3+ 
عَتِيّ	 S1.2.3+ S7.2- S1.2.4- 
تَعْجِيب	Z99
ٱِسْتِعْجاب	 X2.6- 
ٱِسْتَعْجَب	Z99
عَجّاج	 X3.2 A11.2+ 
عَجاجَة	Z99
ٱِعْتَجَر	Z99
عَجَر	Z99
عاجُّورِيّ	Z99
عَجُّورِيّ	Z99
عَجُّور	Z99
عُجْرَة	 O2 X2.5- N3.8 A1.1.1 A5.1- 
عَجاج	 O1.3 F3@ F3 F1 
عُجَّة	Z99
عِثْيَر	 O1.1 B4 A1.1.1 W3 
عُثَيْمِين	Z99
مُعَثِّر	 M1 A5.3- M2 S8- 
عاثُور	 A15- A12- 
مَعْثُوث	 L2mfn 
عُثْنُون	 B1 
عَثا-ُ	Z99
عَجِيج	 X3.2 
عَجّ	 Q2.2/X3.2++ 
عَجَّج	 O4.4 O2 A1.1.1 
عَثَى-َِ	Z99
إِعْتاق	 A1.7- 
عَتاقَة	 T3+ T3 F2 T1.3 T3++ 
عَبْط	Z99
عَبْطَة	Z99
ٱِعْتَبَط	Z99
عَبَط-ِ	Z99
تَعْبِيس	 B1 E2- 
عَبِيط	 S1.2.6- E4.1+ E4.1+/S2mf F1 G2.2- T3- O4.2+ B1 W4 S1.2.3+ 
ٱِعْتِباط	 A1.4 S1.2 G2.2- 
عابِق	 X3.5 O4.2+ 
عَبْقَة	Z99
ٱِعْتِباطِيَّة	 A1.4 
ٱِعْتِباطِيّ	 A1.4 A1.4+ S1.2 G2.2- 
عَبْسان	Z99
